rarity_score,shared_title_terms,desc_similarity,career_a,primary_a,secondary_a,career_b,primary_b,secondary_b,salary_a,salary_b
12.69,carbon offset,0.219,Carbon Offset Project Manager,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Carbon Offset Program Manager,Environment & Sustainability,"Business & Finance,Law & Government",$58k–$95k,$58k–$95k
12.67,practice private,0.1,Health & Wellness Coach (Private Practice),Entrepreneurship,"Healthcare & Medicine,Sports & Fitness",Tutor (Private Practice),Education & Coaching,"Business & Finance,Science & Research",$45k–$85k,$30k–$75k
12.67,robotics team,0.233,Robotics Team Coach,Sports & Fitness,"Healthcare & Medicine,Marketing & Communications,Architecture & Urban Planning",Robotics Team Mentor,Education & Coaching,"Tech & Engineering,Science & Research",$35k–$65k,$35k–$65k
12.66,life skills,0.152,Life Skills Coach (Vocational),Education & Coaching,"Social Impact & Nonprofit,Healthcare & Medicine",Life Skills Coach,Sports & Fitness,"Healthcare & Medicine,Marketing & Communications",$35k–$55k,$35k–$65k
12.66,life skills,0.121,Life Skills Instructor,Education & Coaching,"Social Impact & Nonprofit,Healthcare & Medicine",Life Skills Coach,Sports & Fitness,"Healthcare & Medicine,Marketing & Communications",$32k–$55k,$35k–$65k
12.66,agent talent,0.143,Talent Agent,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Talent Agent (Performing Arts),Arts & Performance,"Business & Finance,Entrepreneurship",$45k–$120k,$45k–$120k
12.62,content media social,0.103,Social Media Content Creator (News),Media & Journalism,"Design & Creative,Tech & Engineering",Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",$35k–$65k,$48k–$77k
12.62,content media social,0.114,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Content Strategist (Media),Media & Journalism,"Design & Creative,Business & Finance",$48k–$77k,$45k–$75k
12.62,content media social,0.158,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Content Strategist,Media & Journalism,"Design & Creative,Business & Finance",$48k–$77k,$45k–$75k
12.62,content media social,0.079,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Manager (Content Creator),Media & Journalism,"Design & Creative,Business & Finance",$48k–$77k,$35k–$75k
12.62,content media social,0.242,Social Media Content Manager,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Social Media Manager (Content),Media & Journalism,"Design & Creative,Business & Finance",$48k–$77k,$35k–$65k
12.62,game narrative,0.739,Game Narrative Designer,Design & Creative,"Media & Journalism,Tech & Engineering",Video Game Narrative Designer,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Media & Journalism",$65k–$110k,$60k–$95k
12.59,colorist hair,0.259,Hair Colorist Specialist,Fashion & Beauty,"Design & Creative,Entrepreneurship",Hair Colorist,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$30k–$65k,$30k–$65k
12.59,colorist hair,0.28,Colorist (Hair),Fashion & Beauty,"Design & Creative,Entrepreneurship",Hair Colorist,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$28k–$55k,$30k–$65k
12.59,colorist hair,0.28,Hair Colorist,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Colorist (Hair Specialist),Fashion & Beauty,"Design & Creative,Entrepreneurship",$30k–$65k,$30k–$65k
12.58,commerce store,0.147,E-commerce Store Owner,Marketing & Communications,"Business & Finance,Design & Creative,Science & Research",Etsy Store Optimizer (E-Commerce Consultant),Entrepreneurship,"Business & Finance,Design & Creative",$45k–$150k,$45k–$85k
12.55,capture motion,0.583,Motion Capture Designer,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Media & Journalism",Motion Capture Specialist,Design & Creative,"Tech & Engineering,Media & Journalism",$50k–$85k,$50k–$85k
12.55,graphics motion,0.25,Motion Graphics Designer,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Media & Journalism",Motion Graphics Animator,Design & Creative,"Media & Journalism,Tech & Engineering",$30k–$45k,$52k–$95k
12.55,graphics motion,0.233,Motion Graphics Designer,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Media & Journalism",Motion Graphics Art Director,Design & Creative,"Media & Journalism,Tech & Engineering",$30k–$45k,$65k–$120k
12.54,community paid,0.028,Community Health Worker (Paid),Social Impact & Nonprofit,"Healthcare & Medicine,Education & Coaching",Online Community Manager (Paid),Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$30k–$45k,$32k–$55k
12.54,guide tour,0.057,Tour Guide,Hospitality & Events,"Food & Culinary,Marketing & Communications",Museum Tour Guide,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Arts & Performance",$28k–$50k,$30k–$45k
12.54,guide tour,0.027,Tour Guide Company Owner,Hospitality & Events,"Business & Finance,Entrepreneurship",Museum Tour Guide,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Arts & Performance",$45k–$85k,$30k–$45k
12.54,guide tour,0.049,Museum Tour Guide,Education & Coaching,"Social Impact & Nonprofit,Tech & Engineering,Arts & Performance",Culinary Tour Guide,Food & Culinary,"Hospitality & Events,Business & Finance,Marketing & Communications",$30k–$45k,$30k–$55k
12.53,brand media social,0.189,Social Media Entrepreneur (Personal Brand),Entrepreneurship,"Media & Journalism,Design & Creative",Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$30k–$200k+,$20k–$150k
12.53,brand media social,0.026,Niche Social Media Brand Owner,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Social Media Manager (Brand),Media & Journalism,"Design & Creative,Business & Finance",$20k–$150k,$45k–$75k
12.52,data research scientist,0.286,Research Data Scientist,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",Data Scientist (Research),Fashion & Beauty,"Design & Creative,Marketing & Communications,Science & Research",$70k–$120k,$65k–$120k
12.51,needs special,0.051,Special Needs Teacher,Environment & Sustainability,"Science & Research,Law & Government,Education & Coaching",Puppeteering Therapist (Special Needs),Arts & Performance,"Healthcare & Medicine,Education & Coaching",$42k–$70k,$35k–$60k
12.51,goods handmade,0.172,Handmade Goods Business Owner (Etsy),Entrepreneurship,"Design & Creative,Business & Finance",Handmade Goods Seller,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",$25k–$80k,$25k–$80k
12.51,goods handmade,0.129,Niche Marketplace Founder (Handmade Goods),Entrepreneurship,"Design & Creative,Business & Finance",Handmade Goods Seller,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",$20k–$150k,$25k–$80k
12.51,goods handmade,0.32,Handmade Goods E-commerce Entrepreneur,Entrepreneurship,"Design & Creative,Business & Finance",Handmade Goods Seller,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",$40k–$120k,$25k–$80k
12.5,banker investment,0.423,Investment Banker (Healthcare),Business & Finance,"Healthcare & Medicine,Law & Government",Investment Banker,Science & Research,"Healthcare & Medicine,Tech & Engineering",$100k–$200k,$30k–$45k
12.5,banker investment,0.258,Investment Banker,Science & Research,"Healthcare & Medicine,Tech & Engineering",Investment Banker (Tech),Business & Finance,"Tech & Engineering,Entrepreneurship",$30k–$45k,$100k–$200k
12.5,banker investment,0.407,Investment Banker,Science & Research,"Healthcare & Medicine,Tech & Engineering",Investment Banker (Mergers & Acquisitions),Business & Finance,"Law & Government,Entrepreneurship",$30k–$45k,$80k–$150k
12.5,banker investment,0.179,Investment Banker,Science & Research,"Healthcare & Medicine,Tech & Engineering",Investment Banker (Tech Sector),Business & Finance,"Tech & Engineering,Entrepreneurship",$30k–$45k,$100k–$200k
12.5,banker investment,0.31,Investment Banker,Science & Research,"Healthcare & Medicine,Tech & Engineering",Investment Banker (Corporate Finance),Business & Finance,"Law & Government,Entrepreneurship",$30k–$45k,$100k–$200k
12.48,creator media social,0.135,Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",Niche Social Media Creator (Micro-Influencer),Entrepreneurship,"Media & Journalism,Design & Creative",$35k–$85k,$20k–$150k
12.48,creator media social,0.161,Social Media Content Creator,Marketing & Communications,"Business & Finance,Design & Creative,Media & Journalism",Social Media Manager (Creator Economy),Entrepreneurship,"Media & Journalism,Design & Creative",$35k–$85k,$45k–$150k
12.48,ecological restoration,0.176,Ecological Restoration Technician,Environment & Sustainability,"Science & Research,Law & Government",Ecological Restoration Manager,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",$32k–$52k,$45k–$75k
12.48,ecological restoration,0.229,Ecological Restoration Specialist,Environment & Sustainability,"Science & Research,Law & Government,Architecture & Urban Planning",Ecological Restoration Manager,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",$45k–$75k,$45k–$75k
12.48,disabilities learning,0.059,Learning Disabilities Specialist,Education & Coaching,"Healthcare & Medicine,Social Impact & Nonprofit",Tutor for Learning Disabilities,Sports & Fitness,"Healthcare & Medicine,Marketing & Communications,Architecture & Urban Planning",$45k–$70k,$30k–$55k
12.47,interface user,0.231,User Interface (UI) Designer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",User Interface Motion Designer,Design & Creative,"Tech & Engineering,Media & Journalism",$55k–$95k,$60k–$95k
12.47,interface user,0.129,User Interface (UI) Designer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",Game User Interface Designer,Design & Creative,"Tech & Engineering,Media & Journalism",$55k–$95k,$60k–$95k
12.47,interface user,0.269,User Interface Motion Designer,Design & Creative,"Tech & Engineering,Media & Journalism",User Interface Designer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",$60k–$95k,$60k–$105k
12.47,interface user,0.108,User Interface Motion Designer,Design & Creative,"Tech & Engineering,Media & Journalism",Voice User Interface Designer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",$60k–$95k,$65k–$120k
12.47,interface user,0.161,User Interface Designer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",Game User Interface Designer,Design & Creative,"Tech & Engineering,Media & Journalism",$60k–$105k,$60k–$95k
12.47,interface user,0.1,Voice User Interface Designer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",Game User Interface Designer,Design & Creative,"Tech & Engineering,Media & Journalism",$65k–$120k,$60k–$95k
12.46,impact investing,0.143,Impact Investing Founder,Entrepreneurship,"Business & Finance,Social Impact & Nonprofit",Impact Investing Advisor,Environment & Sustainability,"Business & Finance,Social Impact & Nonprofit",$70k–$150k,$65k–$120k
12.46,impact investing,0.065,Impact Investing Fund Manager,Entrepreneurship,"Business & Finance,Social Impact & Nonprofit",Impact Investing Advisor,Environment & Sustainability,"Business & Finance,Social Impact & Nonprofit",$70k–$150k,$65k–$120k
12.45,intellectual property,0.091,Intellectual Property Startup Advisor,Entrepreneurship,"Law & Government,Business & Finance",Intellectual Property Litigation Attorney,Social Impact & Nonprofit,"Education & Coaching,Law & Government,Business & Finance",$65k–$120k,$90k–$175k
12.45,intellectual property,0.091,Intellectual Property Litigation Attorney,Social Impact & Nonprofit,"Education & Coaching,Law & Government,Business & Finance",Licensing Agent (Intellectual Property),Entrepreneurship,"Law & Government,Business & Finance",$90k–$175k,$58k–$95k
12.44,exhibition graphic,0.429,Environmental Graphic Designer (Exhibition),Design & Creative,"Hospitality & Events,Education & Coaching",Exhibition Graphic Designer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",$50k–$85k,$48k–$77k
12.44,court judge,0.086,Juvenile Court Judge,Social Impact & Nonprofit,"Education & Coaching,Law & Government,Business & Finance",Municipal Court Judge,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$65k–$130k,$120k–$175k
12.44,court judge,0.091,Family Court Judge,Law & Government,"Business & Finance,Social Impact & Nonprofit",Municipal Court Judge,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$120k–$175k,$120k–$175k
12.44,court judge,0.118,Municipal Court Judge,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Youth Court Judge,Law & Government,"Social Impact & Nonprofit,Education & Coaching",$120k–$175k,$55k–$95k
